Từ_1        Từ_2         1    2    3    4    5    6    7    8    9    10   11   12   
bóng        găng_tay     2.5  2.8  1.0  2.0  2.6  2.7  2.0  2.1  1.9  2.3  2.0  1.7  
cúm         cơn_sốt      4.5  4.1  5.0  5.6  4.5  4.0  5.0  4.1  3.9  4.8  3.7  3.8  
lệ_phí      lương        2.0  2.2  4.0  3.6  2.3  2.1  3.0  1.6  1.4  1.9  1.5  1.2  
dây_thần_kinhnão          5.5  4.9  6.5  7.0  5.7  5.7  6.0  5.1  4.9  5.9  4.8  4.9  
thú         động_vật     6.0  6.2  5.0  7.5  5.7  5.9  6.0  5.6  5.4  6.0  5.4  5.1  
bữa_ăn      gà           5.0  5.0  3.0  3.6  5.2  4.8  3.0  4.6  4.4  4.6  4.3  4.4  
gái         lễ_tân       2.5  2.5  3.0  3.6  2.4  2.4  3.0  2.1  1.9  2.7  2.0  3.0  
trẻ_em      trai         3.5  3.0  4.0  3.6  3.1  3.2  3.0  3.1  2.9  3.7  2.7  2.8  
cồn         rượu         7.0  6.6  7.0  7.5  6.8  6.9  8.5  6.6  6.4  7.1  6.5  6.2  
mũi         miệng        3.5  3.8  3.3  3.6  3.1  3.1  3.0  3.1  2.9  3.8  2.8  2.9  
đường_phố   xe_hơi       3.0  2.5  4.0  5.0  3.4  2.5  3.0  2.6  2.4  2.7  2.4  2.1  
chuông      cửa          1.5  1.3  2.0  1.6  1.0  1.2  1.0  1.1  0.9  1.9  0.8  0.9  
hộp         mũ           1.0  1.0  1.0  1.6  1.5  1.1  1.0  0.6  0.4  1.4  0.5  0.5  
đức_tin     ấn_tượng     2.0  1.5  0.0  1.6  1.7  1.9  1.0  1.6  1.4  2.1  1.2  1.3  
lệch_lạc    quan_điểm    4.0  3.5  2.0  3.6  3.6  4.3  3.0  3.6  3.4  3.6  3.5  3.2  
trí_nhớ     kiến_thức    3.5  3.0  5.0  6.5  3.2  3.2  5.0  3.1  2.9  3.7  2.8  2.9  
lôi_đình    tâm_trạng    5.5  5.0  2.0  4.5  5.6  5.2  4.0  5.1  4.9  5.8  4.9  4.6  
thanh_lịch  phong_cách   5.0  5.1  6.0  6.0  4.7  4.6  6.5  4.6  4.4  4.9  4.3  4.4  
sắc_đẹp     tuổi_tác     3.5  3.7  1.8  2.1  3.6  3.6  1.5  3.1  2.9  3.4  3.0  2.7  
sách        đề_tài       5.0  5.2  6.0  4.1  4.9  5.5  3.5  4.6  4.4  4.9  4.2  4.3  
bạn         mẹ           3.5  3.6  5.5  4.1  3.9  3.2  3.5  3.1  2.9  3.6  3.0  2.7  
vi_chất     sắt          3.5  3.8  3.0  5.5  3.7  3.4  4.5  3.1  2.9  3.8  2.8  2.9  
xe_hơi      nhà_máy      1.5  1.8  1.0  3.1  1.2  1.8  2.5  1.1  0.9  1.8  0.9  0.6  
hiệp_ước    điều_kiện    3.0  3.2  2.8  3.1  3.5  3.2  2.5  2.6  2.4  3.0  2.3  2.4  
chương      lựa_chọn     0.5  0.6  2.0  3.0  0.6  0.4  1.5  0.1  0.0  0.8  0.0  0.0  
số_học      nhịp         1.0  1.1  0.0  2.0  0.6  0.6  0.5  0.6  0.4  0.5  0.5  0.5  
quán_quân   biểu_hiện    1.5  1.1  0.0  1.6  1.9  1.9  1.0  1.1  0.9  1.6  1.0  0.7  
đức_tin     hoa          0.5  0.6  0.0  0.0  0.8  0.6  0.5  0.1  0.0  0.7  0.0  0.0  
quán_quân   mục_đích     1.0  1.3  5.0  3.0  1.4  1.4  2.5  0.6  0.4  0.6  0.5  0.5  
mưu_mẹo     cỡ           0.5  0.4  1.0  0.0  0.2  0.3  1.5  0.1  0.0  0.5  0.0  0.0  
lựa_chọn    mạch_máu     0.5  0.2  1.0  0.0  0.6  0.3  0.7  0.1  0.0  0.2  0.0  0.0  
thánh_ca    cuộc         0.5  0.0  0.0  0.0  0.2  0.5  0.3  0.1  0.0  0.6  0.0  0.0  
sức_bền     ban_nhạc     2.5  2.1  1.0  2.5  2.5  2.0  0.5  2.1  1.9  2.2  2.0  1.7  
nhà_tù      lựa_chọn     1.0  1.3  0.0  2.1  1.4  1.0  1.5  0.6  0.4  1.2  0.5  0.5  
điều_kiện   trai         0.5  0.7  0.0  2.0  0.6  0.7  1.0  0.1  0.0  1.0  0.0  0.0  
hoa         sức_bền      1.0  1.0  1.0  1.1  1.2  1.0  0.5  0.6  0.4  1.4  0.5  0.5  
lỗ_hổng     hiệp_định    1.5  1.8  2.0  1.1  1.9  1.4  0.5  1.1  0.9  1.4  1.0  0.7  
bác_sĩ      tính_tình    1.0  1.3  0.0  1.6  1.3  0.6  1.0  0.6  0.4  1.0  0.5  0.5  
anh_em      cửa          0.5  0.8  0.0  1.0  0.2  0.4  1.0  0.1  0.0  0.5  0.0  0.0  
nhiệm_vụ    phụ_nữ       1.5  0.9  0.0  1.6  1.5  1.9  1.0  1.1  0.9  1.7  0.8  0.9  
anh_em      bóng_chày    2.5  2.6  2.0  1.3  3.0  2.0  0.7  2.1  1.9  2.9  1.9  1.6  
phần_trăm   cỡ           3.5  3.1  3.0  2.3  3.4  3.3  1.7  3.1  2.9  3.5  2.8  2.9  
biểu_hiện   cửa          0.5  0.4  0.0  1.0  0.8  0.7  1.0  0.1  0.0  0.8  0.0  0.0  
chuột       quản_lý      1.0  1.2  0.0  1.1  0.6  1.3  0.5  0.6  0.4  1.3  0.5  0.5  
nhiệm_vụ    đường_cao_tốc 0.5  0.0  0.0  1.0  0.1  0.8  0.4  0.1  0.0  0.8  0.0  0.0  
chất_lỏng   thế_kỷ       0.5  0.8  0.0  1.0  0.4  1.0  0.4  0.1  0.0  0.1  0.0  0.0  
nhiệm_vụ    rơm          0.5  0.2  0.0  0.0  0.7  0.9  0.7  0.1  0.0  0.0  0.0  0.0  
đảo         nhiệm_vụ     1.5  1.7  0.0  1.4  1.7  1.4  0.8  1.1  0.9  1.4  0.8  0.9  
ban_đêm     chương       0.5  0.7  0.0  0.0  0.8  0.2  1.0  0.1  0.0  0.2  0.0  0.0  
ô_nhiễm     chủ_tịch     0.5  0.5  0.0  1.6  0.1  0.8  1.0  0.1  0.0  0.5  0.0  0.0  
súng        mưu_mẹo      0.5  0.2  0.0  2.0  0.6  1.0  1.5  0.1  0.0  0.2  0.0  0.0  
bồn_tắm     mưu_mẹo      0.5  0.3  0.0  0.0  0.1  0.5  1.0  0.1  0.0  0.1  0.0  0.0  
kiêng       táo          1.0  1.2  0.0  2.6  0.6  0.8  2.0  0.6  0.4  1.4  0.5  0.5  
phần_trăm   vợ           0.5  0.8  0.0  3.0  0.4  1.0  1.5  0.1  0.0  0.4  0.0  0.0  
chương      đuôi         0.5  0.7  0.0  1.2  0.7  0.6  0.6  0.1  0.0  0.6  0.0  0.0  
quá_trình   bụng         0.5  0.4  0.0  0.0  0.9  0.7  1.0  0.1  0.0  0.5  0.0  0.0  
thánh_ca    rơm          0.5  0.5  0.0  0.0  0.2  0.2  0.4  0.1  0.0  0.3  0.0  0.0  
nha_sĩ      đại_tá       3.5  3.0  2.0  1.0  3.9  3.3  0.4  3.1  2.9  3.8  2.8  2.9  
vợ          rơm          0.5  1.0  0.0  2.0  0.0  0.1  0.5  0.1  0.0  0.6  0.0  0.0  
lỗ_hổng     vợ           0.5  0.0  0.0  1.1  0.1  0.3  0.5  0.1  0.0  0.4  0.0  0.0  
học_sinh    chủ_tịch     3.5  3.7  1.0  1.4  3.3  3.0  0.8  3.1  2.9  3.0  3.0  2.7  
bồn_tắm     vợ           1.5  1.3  0.0  1.2  1.1  1.8  0.6  1.1  0.9  1.9  0.7  0.8  
người       phần_trăm    2.5  2.6  0.0  1.0  2.3  2.5  0.4  2.1  1.9  2.0  2.0  1.7  
công_thức   cây_gỗ       0.5  1.0  0.0  1.4  0.7  0.6  0.8  0.1  0.0  1.0  0.0  0.0  
phụ_nữ      lông         1.0  1.0  0.0  1.4  1.4  1.4  0.8  0.6  0.4  1.3  0.5  0.5  
táo         ánh_sáng     0.5  0.1  0.0  1.1  0.1  0.3  0.5  0.1  0.0  0.3  0.0  0.0  
súng        bình_minh    0.5  0.3  1.0  2.0  0.4  0.7  1.2  0.1  0.0  0.2  0.0  0.0  
bữa         eo           1.0  0.6  2.0  1.9  0.9  0.6  1.3  0.6  0.4  0.8  0.5  0.5  
máy_ảnh     chủ_tịch     1.5  1.5  0.0  1.0  1.6  1.7  0.4  1.1  0.9  1.6  1.0  0.7  
chất_lỏng   ban_nhạc     0.5  1.0  0.0  0.0  0.2  0.8  0.3  0.1  0.0  0.2  0.0  0.0  
bụng        mạch_máu     1.5  1.3  3.0  3.0  1.9  1.0  2.4  1.1  0.9  1.4  0.9  0.6  
súng        lông         0.5  0.3  0.0  0.0  0.3  0.4  0.5  0.1  0.0  0.9  0.0  0.0  
trường_kỷ   bóng_chày    1.5  1.3  2.0  2.0  1.3  1.3  0.9  1.1  0.9  1.6  1.0  0.7  
công_nhân   máy_ảnh      1.5  1.5  1.0  1.6  1.9  1.9  1.0  1.1  0.9  1.3  0.7  0.8  
boong       chuột        1.0  1.1  0.0  1.0  1.3  0.7  0.6  0.6  0.4  0.5  0.5  0.5  
gạo         trai         0.5  0.1  0.0  1.2  0.2  0.3  0.6  0.1  0.0  0.8  0.0  0.0  
người       súng         0.5  0.4  1.0  1.6  0.5  0.7  1.0  0.1  0.0  0.1  0.0  0.0  
sườn        đuôi         1.5  1.1  0.0  2.1  1.2  1.7  1.5  1.1  0.9  1.4  0.8  0.9  
mắt_cá      cửa_sổ       0.5  0.1  0.0  0.9  0.8  0.0  0.3  0.1  0.0  0.1  0.0  0.0  
công_chúa   đảo          0.5  0.5  0.0  1.2  0.0  0.9  0.6  0.1  0.0  0.4  0.0  0.0  
kiện        chuột        1.0  1.0  0.0  0.9  1.5  1.3  0.3  0.6  0.4  0.6  0.5  0.5  
toa_xe      kiện         1.5  0.9  3.0  2.1  2.0  1.9  1.5  1.1  0.9  1.6  0.8  0.9  
người       bóng_bay     0.5  0.4  0.0  1.1  0.6  0.1  0.5  0.1  0.0  0.6  0.0  0.0  
đô_la       người        1.0  1.2  1.0  1.3  1.0  0.8  0.7  0.6  0.4  1.3  0.5  0.5  
bồn_tắm     bóng_bay     1.5  2.0  0.0  0.0  1.5  1.4  0.8  1.1  0.9  1.3  1.0  0.7  
bụng        buồng        1.0  1.1  0.0  3.0  1.1  1.4  1.0  0.6  0.4  1.0  0.5  0.5  
xe_đạp      buồng        1.5  1.7  0.0  3.0  1.4  1.2  1.1  1.1  0.9  1.5  1.0  0.7  
cây_gỗ      bồn_tắm      1.5  1.7  0.0  1.2  1.9  1.1  0.6  1.1  0.9  1.5  0.8  0.9  
bát         đuôi         0.5  0.3  0.0  0.0  0.5  0.8  0.5  0.1  0.0  0.2  0.0  0.0  
đi          tới          8.5  8.5  7.0  5.6  8.6  8.5  5.0  8.1  7.9  8.4  7.8  7.9  
ăn_trộm     ăn_cắp       10.5 10.6 8.5  8.5  10.9 11.0 9.0  10.1 9.9  10.3 10.0 9.7  
lắng_nghe   nghe         7.5  7.6  8.5  9.0  7.4  7.2  8.5  7.1  6.9  7.9  6.7  6.8  
nghĩ        tranh_luận   2.0  2.1  5.0  5.5  1.7  2.4  5.0  1.6  1.4  2.5  1.5  1.2  
thực_hành   thực_thi     3.5  3.4  2.0  2.6  3.3  3.5  2.0  3.1  2.9  3.3  2.8  2.9  
triệt_tiêu  biến_mất     7.0  7.1  6.0  5.6  7.3  7.4  5.0  6.6  6.4  7.2  6.4  6.1  
nhân        chia         3.5  2.9  3.0  3.1  3.4  3.1  2.5  3.1  2.9  3.9  2.8  2.9  
van_nài     cầu_xin      8.5  8.4  8.0  9.5  8.2  8.0  9.0  8.1  7.9  8.7  8.0  7.7  
bắt_đầu     khởi_đầu     8.0  7.7  8.0  9.5  7.8  8.1  8.5  7.6  7.4  8.5  7.2  7.3  
bảo_vệ      che_chở      8.0  7.9  6.5  8.0  7.8  7.6  8.0  7.6  7.4  8.3  7.5  7.2  
giết        phá          5.5  5.3  6.0  6.5  5.2  5.6  6.0  5.1  4.9  6.0  4.8  4.9  
tạo         làm          7.5  7.1  5.0  7.0  7.8  7.1  7.0  7.1  6.9  7.2  6.9  6.6  
chấp_nhận   từ_chối      2.0  1.5  2.0  1.6  2.4  2.2  1.0  1.6  1.4  2.4  1.3  1.4  
bỏ_qua      tránh        7.0  7.1  6.5  6.5  7.0  7.1  5.0  6.6  6.4  6.9  6.5  6.2  
mang        cầm          8.0  7.7  6.0  7.0  7.6  8.2  7.0  7.6  7.4  8.4  7.2  7.3  
khởi_hành   vào          2.5  2.2  5.0  2.6  2.2  2.7  2.0  2.1  1.9  2.3  2.0  1.7  
chọn        bầu          7.5  7.2  6.0  5.6  7.8  7.2  5.0  7.1  6.9  7.9  6.8  6.9  
mất         hỏng         3.5  3.4  5.0  6.5  3.1  3.5  5.5  3.1  2.9  3.6  2.9  2.6  
giúp_đỡ     can_ngăn     4.5  4.8  4.0  4.0  4.4  4.1  4.0  4.1  3.9  4.7  3.8  3.9  
giành       tranh_giành  8.0  8.1  7.0  8.5  8.4  8.0  8.0  7.6  7.4  7.8  7.5  7.2  
làm         xây          7.5  7.4  4.0  5.5  7.0  7.9  6.5  7.1  6.9  7.0  6.7  6.8  
lắng_nghe   hoàn_thành   1.5  1.6  5.0  6.5  1.6  1.0  7.5  1.1  0.9  1.8  1.0  0.7  
thông_báo   cảnh_báo     5.5  5.1  6.5  5.0  5.9  5.6  6.7  5.1  4.9  5.2  4.8  4.9  
nhận        đưa          2.0  1.7  3.0  2.6  2.0  2.2  2.0  1.6  1.4  2.4  1.4  1.1  
mượn        cầu_xin      3.5  3.4  3.0  5.0  3.2  3.4  3.5  3.1  2.9  3.3  2.8  2.9  
ăn_trộm     giành_giật   4.0  4.0  4.0  4.0  4.3  3.8  2.3  3.6  3.4  4.3  3.5  3.2  
khuyên      gợi_ý        7.0  6.2  7.5  6.5  7.3  6.8  8.0  6.6  6.4  7.4  6.2  6.3  
mô_phỏng    miêu_tả      4.5  4.6  8.0  7.5  4.5  4.9  7.6  4.1  3.9  4.8  4.0  3.7  
thắng       thành_công   6.5  6.5  7.5  7.0  6.3  6.5  7.0  6.1  5.9  6.2  5.8  5.9  
nghĩ        quyết        4.0  4.3  6.0  5.6  3.6  4.1  5.0  3.6  3.4  4.2  3.4  3.1  
chào        gặp          3.5  3.7  6.5  3.5  3.8  3.7  4.0  3.1  2.9  3.3  2.8  2.9  
tán_thành   tranh_cãi    2.0  1.5  4.0  1.0  2.1  2.3  1.0  1.6  1.4  1.7  1.5  1.2  
thích       giải_trí     1.5  0.8  6.0  4.5  1.9  1.2  3.5  1.1  0.9  1.7  0.7  0.8  
phá         làm          2.0  2.0  2.0  2.5  2.0  2.4  1.5  1.6  1.4  2.1  1.5  1.2  
tiết_kiệm   bảo_vệ       1.5  1.6  5.0  4.5  1.1  1.3  3.0  1.1  0.9  1.2  0.8  0.9  
đưa         biếu         5.5  5.1  6.5  5.1  6.0  5.7  4.5  5.1  4.9  5.9  4.9  4.6  
hiểu        biết         4.0  3.6  7.5  7.5  4.2  4.4  8.5  3.6  3.4  3.9  3.3  3.4  
ăn_trộm     nhận         1.5  1.9  2.0  3.0  1.0  1.8  2.0  1.1  0.9  1.9  1.0  0.7  
chấp_nhận   công_nhận    7.5  7.3  7.0  7.0  7.4  7.1  7.5  7.1  6.9  7.2  6.7  6.8  
quyết       chọn         8.0  7.7  5.5  6.0  8.0  7.6  5.0  7.6  7.4  7.8  7.5  7.2  
chấp_nhận   tin_tưởng    3.5  3.7  6.0  5.1  3.7  3.8  4.5  3.1  2.9  3.9  2.8  2.9  
giữ         có           3.5  3.5  6.5  4.5  3.3  3.8  5.0  3.1  2.9  3.2  2.9  2.6  
lang_thang  lầm_đường    4.0  3.7  6.0  3.6  3.5  4.2  3.0  3.6  3.4  4.4  3.3  3.4  
thành_công  hỏng         1.5  1.4  3.0  1.6  1.1  1.8  1.0  1.1  0.9  1.7  1.0  0.7  
tiêu        tiết_kiệm    5.5  5.5  4.0  3.0  5.2  5.5  2.2  5.1  4.9  5.1  4.7  4.8  
khởi_hành   đi           3.5  3.8  7.0  8.0  3.5  3.3  6.5  3.1  2.9  3.4  3.0  2.7  
tới         có_mặt       8.0  7.4  6.0  6.5  8.5  8.4  6.0  7.6  7.4  8.4  7.3  7.4  
biết        tin_tưởng    4.5  4.7  6.0  5.5  5.0  4.3  4.0  4.1  3.9  4.4  3.9  3.6  
họp         gặp          7.5  7.1  6.5  5.5  7.7  7.7  4.5  7.1  6.9  7.6  6.8  6.9  
làm         kiếm         7.0  6.6  4.0  5.0  7.0  7.0  4.0  6.6  6.4  6.9  6.5  6.2  
quên        bỏ_qua       6.0  5.5  6.0  5.6  6.2  5.8  5.0  5.6  5.4  5.8  5.2  5.3  
nhân        cộng         3.5  3.2  5.0  2.6  3.9  3.3  2.0  3.1  2.9  3.5  3.0  2.7  
thụt_lùi    phát_triển   2.0  1.4  3.0  3.0  2.2  1.5  1.0  1.6  1.4  2.3  1.3  1.4  
đến         khởi_hành    2.5  2.9  3.0  3.6  2.9  2.2  3.0  2.1  1.9  2.2  1.9  1.6  
thành_công  thử          1.5  1.4  2.0  4.6  1.4  1.7  4.0  1.1  0.9  1.0  0.8  0.9  
chấp_nhận   phủ_nhận     2.0  2.2  3.0  2.0  2.0  2.3  2.0  1.6  1.4  1.8  1.5  1.2  
đến         tới          10.5 10.7 7.5  8.5  10.1 10.9 8.0  10.1 9.9  10.5 10.0 9.7  
tán_thành   khác         2.0  2.4  0.0  1.6  1.5  1.6  1.0  1.6  1.4  1.8  1.5  1.2  
gửi         nhận         2.0  1.5  4.0  4.5  2.0  2.2  3.0  1.6  1.4  2.3  1.3  1.4  
thắng       thống_trị    4.0  3.8  2.3  2.6  3.9  4.0  2.0  3.6  3.4  4.0  3.4  3.1  
cộng        chia         3.5  3.0  5.0  2.6  3.3  3.7  2.0  3.1  2.9  3.9  2.8  2.9  
giết        bóp_cổ       7.0  7.0  6.5  5.6  7.3  7.4  5.0  6.6  6.4  7.0  6.5  6.2  
tiếp_nhận   lấy          3.5  3.2  7.0  4.6  3.7  3.5  4.0  3.1  2.9  3.8  2.7  2.8  
tham_dự     tham_gia     7.5  7.1  8.0  7.5  7.0  7.4  8.0  7.1  6.9  8.0  7.0  6.7  
khởi_hành   tồn_tại      1.5  1.4  0.0  2.0  1.7  1.1  2.0  1.1  0.9  1.7  0.8  0.9  
đi          vào          4.0  4.0  6.0  4.6  4.5  4.0  4.0  3.6  3.4  4.1  3.4  3.1  
ăn_trộm     mang         1.5  1.8  3.0  3.6  1.6  1.7  3.0  1.1  0.9  1.6  0.8  0.9  
quên        học          1.0  1.0  2.0  2.0  1.5  1.1  3.0  0.6  0.4  0.9  0.5  0.5  
bổ_nhiệm    bầu          8.5  8.0  8.0  9.0  8.6  8.1  7.0  8.1  7.9  8.3  7.7  7.8  
đính_hôn    kết_hôn      7.0  7.0  7.5  8.5  7.3  6.9  7.0  6.6  6.4  7.0  6.5  6.2  
hỏi         cầu_nguyện   1.0  1.3  3.0  4.5  0.6  1.5  3.0  0.6  0.4  1.3  0.5  0.5  
đi          gửi          2.5  2.0  2.0  4.0  2.9  2.5  2.0  2.1  2.0  2.4  1.9  1.9  
ăn_trộm     giao         1.5  1.7  2.0  1.6  1.4  1.0  1.0  1.1  0.9  1.6  0.8  0.9  
diễn_thuyết nghe         2.0  2.0  4.0  3.0  1.8  1.9  1.0  1.6  1.4  2.4  1.5  1.2  
phân_tích   ước_lượng    3.5  3.3  6.0  4.6  3.5  3.7  4.0  3.1  2.9  3.0  2.7  2.8  
tranh_cãi   tranh_luận   6.5  7.0  6.5  7.0  6.2  6.9  8.5  6.1  5.9  6.4  6.0  5.7  
mất         giữ          2.0  2.2  3.0  2.0  1.6  2.1  2.0  1.6  1.4  2.1  1.3  1.4  
so_sánh     phân_tích    3.5  3.9  6.5  6.0  3.1  3.6  6.0  3.1  2.9  3.8  2.9  2.6  
phá_hoại    tổ_chức      2.0  1.9  3.0  1.0  2.3  2.3  1.6  1.6  1.4  1.9  1.3  1.4  
đi          thừa_nhận    1.5  1.5  0.0  3.0  1.0  1.1  2.0  1.1  0.9  1.6  1.0  0.7  
ăn_trộm     có           2.5  2.0  2.0  0.0  2.0  2.8  1.0  2.1  1.9  2.2  1.7  1.8  
học         lắng_nghe    5.0  4.8  6.0  4.5  5.4  4.9  4.6  4.6  4.4  4.9  4.5  4.2  
phá         xây          2.0  2.0  1.0  1.6  2.1  1.7  1.0  1.6  1.4  2.2  1.3  1.4  
tạo         gây_dựng     8.5  8.5  6.0  7.0  8.5  8.1  7.0  8.1  7.9  8.8  7.9  7.6  
ăn_cắp      mua          2.0  2.1  1.0  2.0  1.7  1.8  3.0  1.6  1.4  2.3  1.3  1.4  
giết        treo         2.5  2.4  2.0  1.2  2.6  2.9  0.6  2.1  1.9  2.3  2.0  1.7  
quên        biết         2.0  1.8  2.0  1.6  1.8  2.0  1.0  1.6  1.4  2.4  1.2  1.3  
tạo         tưởng_tượng  6.0  6.2  1.3  1.6  6.2  6.1  1.0  5.6  5.4  5.8  5.5  5.2  
thực_hiện   thực_thi     8.0  8.1  7.0  6.5  8.1  8.2  8.0  7.6  7.4  8.0  7.3  7.4  
thắng       tranh_giành  4.5  4.8  6.0  6.0  4.8  5.0  5.0  4.1  3.9  4.4  3.9  3.6  
đưa         phủ_nhận     1.0  1.2  1.0  2.0  1.4  1.3  1.0  0.6  0.4  1.1  0.5  0.5  
xứng_đáng   kiếm         1.5  1.5  1.0  1.6  1.0  1.4  1.0  1.1  0.9  1.4  1.0  0.7  
lấy         đặt          2.0  2.2  2.0  5.0  2.1  2.2  4.0  1.6  1.4  1.8  1.2  1.3  
định_vị     tìm          6.0  6.0  6.0  5.6  6.0  6.1  5.0  5.6  5.4  5.6  5.5  5.2  
xuất_hiện   có_mặt       7.5  7.2  7.0  7.5  7.7  7.6  7.0  7.1  6.9  7.5  6.8  6.9  
biết        bao_hàm      1.5  1.5  2.0  1.0  1.8  1.4  1.0  1.1  0.9  1.3  0.9  0.6  
giả_vờ      tưởng_tượng  3.5  2.8  1.0  1.0  3.8  3.1  1.0  3.1  2.9  3.7  2.8  2.9  
hài_lòng    làm_ơn       1.5  1.4  6.0  3.6  1.1  1.6  3.0  1.1  0.9  1.9  1.0  0.7  
yêu_mến     giữ          1.5  1.4  2.3  0.0  1.6  1.6  2.0  1.1  0.9  1.3  0.7  0.8  
tranh_cãi   khác         6.5  6.0  4.3  4.6  6.8  6.0  4.0  6.1  5.9  6.9  6.0  5.7  
khắc_phục   thống_trị    1.5  1.1  2.0  1.6  1.7  1.3  1.0  1.1  0.9  1.8  0.8  0.9  
cư_xử       hoàn_thành   1.0  1.0  4.0  5.5  0.8  1.3  5.0  0.6  0.4  1.2  0.5  0.5  
hợp_tác     tham_dự      3.5  3.5  5.6  6.0  3.3  3.9  5.0  3.1  2.9  3.4  2.8  2.9  
giành       thử          1.5  1.7  2.0  1.6  1.1  1.3  1.0  1.1  0.9  1.5  1.0  0.7  
hỏng        can_ngăn     1.0  0.6  0.0  0.0  1.0  1.0  2.0  0.6  0.4  1.5  0.5  0.5  
bắt_đầu     từ_bỏ        2.0  2.3  1.0  1.0  2.5  2.4  1.0  1.6  1.4  2.3  1.5  1.2  
nói         tham_dự      1.0  0.7  1.0  1.0  1.2  0.9  1.2  0.6  0.4  1.1  0.5  0.5  
tới         cầm          2.5  2.3  0.0  0.0  2.2  2.9  1.5  2.1  1.9  2.5  1.9  1.6  
trình_bày   công_bố      4.0  3.6  7.0  4.6  4.3  3.8  4.0  3.6  3.4  3.9  3.3  3.4  
đọc         bao_hàm      1.5  1.4  1.0  1.6  1.5  1.6  1.0  1.1  0.9  2.0  1.0  0.7  
ăn_trộm     khởi_hành    1.0  1.0  1.0  0.0  0.5  1.3  1.0  0.6  0.4  1.0  0.5  0.5  
tuyên_bố    công_bố      8.0  7.7  8.0  6.6  7.8  7.9  6.0  7.6  7.4  8.3  7.5  7.2  
tiếp_nhận   giành_giật   1.5  1.2  6.0  6.0  1.6  1.9  5.0  1.1  0.9  1.9  0.8  2.2  
kết_luận    quyết        5.5  5.0  4.3  4.6  5.8  5.2  4.0  5.1  4.9  5.5  4.9  4.6  
làm_ơn      van_nài      6.0  6.2  2.0  7.0  5.8  5.8  5.0  5.6  5.4  6.0  5.3  5.4  
tranh_cãi   chứng_tỏ     1.5  1.2  4.5  3.0  1.7  2.0  4.0  1.1  0.9  1.7  1.0  0.7  
hỏi         van_nài      3.5  2.9  6.0  3.5  3.3  3.0  5.5  3.1  2.9  3.9  2.7  2.8  
tìm         biến_mất     1.5  1.6  2.0  3.0  1.7  1.5  1.0  1.1  0.9  1.9  1.0  0.7  
thanh_tra   xem_xét      8.0  7.8  6.5  5.5  7.6  8.0  5.0  7.6  7.4  8.0  7.3  7.4  
kiểm_chứng  biện_hộ      5.5  4.9  6.0  4.5  5.1  5.0  3.0  5.1  4.9  5.4  4.9  4.6  
giả_bộ      dự_đoán      1.0  0.9  4.0  3.0  0.7  0.8  1.0  0.6  0.4  1.5  0.5  0.5  
học         ước_lượng    1.5  1.6  4.0  1.6  1.4  1.4  1.0  1.1  0.9  2.0  1.0  0.7  
tranh_cãi   biện_hộ      6.5  6.1  6.0  7.0  6.3  6.0  6.0  6.1  5.9  6.7  5.7  5.8  
làm         trở_nên      3.5  4.0  2.0  3.0  3.3  3.1  4.0  3.1  2.9  3.7  3.0  2.7  
tiết_lộ     khởi_đầu     1.0  0.5  4.0  0.0  1.0  1.5  1.0  0.6  0.4  1.4  0.5  0.5  
giành       thành_công   3.5  3.6  4.0  3.6  4.0  3.6  3.0  3.1  2.9  3.2  2.9  2.6  
đưa         đặt          2.5  2.5  6.0  3.6  2.2  2.7  3.0  2.1  1.9  2.2  1.8  1.9  
hiểu        lắng_nghe    4.0  3.8  7.0  4.5  3.7  4.1  4.0  3.6  3.4  4.1  3.5  3.2  
mở_rộng     phát_triển   8.0  7.2  7.0  7.0  8.5  8.1  7.0  7.6  7.4  7.6  7.2  7.3  
mượn        bán          2.5  2.1  4.0  2.0  2.0  2.4  2.0  2.1  1.9  2.0  2.0  2.5  
giữ         bảo_vệ       4.0  3.3  7.5  5.5  4.3  4.1  5.0  3.6  3.4  3.7  3.3  3.4  
giải_thích  chứng_tỏ     5.0  4.6  7.5  4.5  5.4  4.7  4.5  4.6  4.4  5.2  4.4  4.1  
giả_bộ      giả_vờ       10.0 10.3 8.0  8.5  9.5  10.2 8.5  9.6  9.4  9.8  9.5  9.2  
tán_thành   làm_ơn       1.5  1.7  4.0  1.6  1.3  1.2  1.0  1.1  0.9  1.1  1.0  0.7  
tha_thứ     quên         3.5  2.9  6.0  4.6  3.5  3.7  4.0  3.1  2.9  3.2  2.7  2.8  
giảng_giải  giải_thích   8.5  8.1  7.3  7.6  8.5  8.6  7.0  8.1  7.9  8.2  8.0  7.7  
hiểu        tha_thứ      1.5  1.3  6.0  3.5  1.8  1.9  5.5  1.1  0.9  1.9  0.8  0.9  
nhớ         quên         2.0  2.2  3.0  3.0  1.8  2.1  1.0  1.6  1.4  1.5  1.4  1.1  
lấy         tồn_tại      1.0  0.5  2.0  1.0  1.0  0.5  2.0  0.6  0.4  1.2  0.5  0.5  
hình_dung   tiết_lộ      0.5  0.4  2.0  4.0  0.5  0.5  2.0  0.1  0.0  0.2  0.0  0.0  
yêu_cầu     hỏi_thăm     1.0  0.7  3.0  1.4  1.3  1.5  0.8  0.6  0.4  0.7  0.5  0.5  
bỏ_qua      hỏi          2.0  1.8  3.0  0.0  2.3  2.5  2.0  1.6  1.4  1.6  1.5  1.2  
